,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
6,2,Patty's teenage son was mowing the lawn.,Active Control,1,0,Patty's teenage son was,mowing,0.81765974,Mamba,state-spaces/mamba-130m-hf
7,2,All of her money had been mowing the grass.,No-Attraction Violation,0,1,All of her money had been,mowing,0.7452453,Mamba,state-spaces/mamba-130m-hf
8,3,Three more martinis were ordering by Laurie's sister.,Attraction Violation,1,1,Three more martinis were,ordering,0.8578875,Mamba,state-spaces/mamba-130m-hf
9,3,Three more martinis were ordered repeatedly.,Passive Control,1,1,Three more martinis were,ordered,0.84087396,Mamba,state-spaces/mamba-130m-hf
10,3,"The regular customers were ordering quiche, as usual.",Active Control,1,0,The regular customers were,ordering,0.8948352,Mamba,state-spaces/mamba-130m-hf
11,3,The rough part of the wood was ordering late.,No-Attraction Violation,0,1,The rough part of the wood was,ordering,0.6656136,Mamba,state-spaces/mamba-130m-hf
12,4,The quality of Karla's work was evaluating frequently.,Attraction Violation,1,1,The quality of Karla's work was,evaluating,0.749693,Mamba,state-spaces/mamba-130m-hf
13,4,The quality of Karla's work was evaluated frequently.,Passive Control,1,1,The quality of Karla's work was,evaluated,0.76250076,Mamba,state-spaces/mamba-130m-hf
14,4,The engineers were evaluating the success of the new device.,Active Control,1,0,The engineers were,evaluating,0.7801402,Mamba,state-spaces/mamba-130m-hf
15,4,The old lady's purse had been evaluating Nelson's idea.,No-Attraction Violation,0,1,The old lady's purse had been,evaluating,0.6942566,Mamba,state-spaces/mamba-130m-hf
16,5,The legal contract had been signing falsely.,Attraction Violation,1,1,The legal contract had been,signing,0.7204377,Mamba,state-spaces/mamba-130m-hf
17,5,The legal contract had been signed by the family.,Passive Control,1,1,The legal contract had been,signed,0.7716888,Mamba,state-spaces/mamba-130m-hf
18,5,The state's governor had been signing new legislation.,Active Control,1,0,The state's governor had been,signing,0.72400385,Mamba,state-spaces/mamba-130m-hf
19,5,An appointment was signing falsely.,No-Attraction Violation,0,1,An appointment was,signing,0.8195059,Mamba,state-spaces/mamba-130m-hf
20,6,The vocabulary list was memorizing well.,Attraction Violation,1,1,The vocabulary list was,memorizing,0.85530317,Mamba,state-spaces/mamba-130m-hf
21,6,The vocabulary list was memorized well.,Passive Control,1,1,The vocabulary list was,memorized,0.83983517,Mamba,state-spaces/mamba-130m-hf
22,6,The medical students were memorizing sample exam questions all night.,Active Control,1,0,The medical students were,memorizing,0.9039724,Mamba,state-spaces/mamba-130m-hf
23,6,The simple coffin was memorizing the lines of the poem.,No-Attraction Violation,0,1,The simple coffin was,memorizing,0.79642594,Mamba,state-spaces/mamba-130m-hf
24,7,The firewood had been chopping poorly.,Attraction Violation,1,1,The firewood had been,chopping,0.7131546,Mamba,state-spaces/mamba-130m-hf
25,7,The firewood had been chopped by Jen's grandfather.,Passive Control,1,1,The firewood had been,chopped,0.92849547,Mamba,state-spaces/mamba-130m-hf
26,7,Jen's grandfather had been chopping the firewood.,Active Control,1,0,Jen's grandfather had been,chopping,0.8823254,Mamba,state-spaces/mamba-130m-hf
27,7,Mark's wrinkly shirts were chopping vegetables.,No-Attraction Violation,0,1,Mark's wrinkly shirts were,chopping,0.7353136,Mamba,state-spaces/mamba-130m-hf
28,8,Lisa's phone had been disconnecting last month.,Attraction Violation,1,1,Lisa's phone had been,disconnecting,0.6964947,Mamba,state-spaces/mamba-130m-hf
29,8,Lisa's phone had been disconnected last month.,Passive Control,1,1,Lisa's phone had been,disconnected,0.68657935,Mamba,state-spaces/mamba-130m-hf
30,8,The electrician had been disconnecting the machine's power source.,Active Control,1,0,The electrician had been,disconnecting,0.7526964,Mamba,state-spaces/mamba-130m-hf
31,8,Mother Theresa's death was disconnecting the two cables.,No-Attraction Violation,0,1,Mother Theresa's death was,disconnecting,0.723369,Mamba,state-spaces/mamba-130m-hf
32,9,Wendy's muddy car was washing the boys.,Attraction Violation,1,1,Wendy's muddy car was,washing,0.765919,Mamba,state-spaces/mamba-130m-hf
33,9,Wendy's muddy car was washed wearily.,Passive Control,1,1,Wendy's muddy car was,washed,0.77820414,Mamba,state-spaces/mamba-130m-hf
34,9,Wendy and Harriet were washing the muddy car.,Active Control,1,0,Wendy and Harriet were,washing,0.88524425,Mamba,state-spaces/mamba-130m-hf
35,9,Frank's loan application had been washing the used pencil.,No-Attraction Violation,0,1,Frank's loan application had been,washing,0.7222958,Mamba,state-spaces/mamba-130m-hf
36,10,The library books had been borrowing the graduate student.,Attraction Violation,1,1,The library books had been,borrowing,0.7558765,Mamba,state-spaces/mamba-130m-hf
37,10,The library books had been borrowed by the graduate student.,Passive Control,1,1,The library books had been,borrowed,0.7675799,Mamba,state-spaces/mamba-130m-hf
38,10,Katie and Lara had been borrowing dozens of books about botany from the library.,Active Control,1,0,Katie and Lara had been,borrowing,0.7889868,Mamba,state-spaces/mamba-130m-hf
39,10,The tragic mistake was borrowing in a hurry.,No-Attraction Violation,0,1,The tragic mistake was,borrowing,0.8768725,Mamba,state-spaces/mamba-130m-hf
40,11,"The dark, underwater cave was exploring by the divers.",Attraction Violation,1,1,"The dark, underwater cave was",exploring,0.7561787,Mamba,state-spaces/mamba-130m-hf
41,11,"The dark, underwater cave was explored by the divers.",Passive Control,1,1,"The dark, underwater cave was",explored,0.73717237,Mamba,state-spaces/mamba-130m-hf
42,11,The cautious scuba divers were exploring the underwater cave.,Active Control,1,0,The cautious scuba divers were,exploring,0.7956021,Mamba,state-spaces/mamba-130m-hf
43,11,The phone bill had been exploring at the zoo.,No-Attraction Violation,0,1,The phone bill had been,exploring,0.75506467,Mamba,state-spaces/mamba-130m-hf
44,12,The unpleasant cough syrup was swallowing the boy.,Attraction Violation,1,1,The unpleasant cough syrup was,swallowing,0.8957171,Mamba,state-spaces/mamba-130m-hf
45,12,The unpleasant cough syrup was swallowed by the boy.,Passive Control,1,1,The unpleasant cough syrup was,swallowed,0.91568154,Mamba,state-spaces/mamba-130m-hf
46,12,The huge adult alligator had been swallowing fish by the bucket.,Active Control,1,0,The huge adult alligator had been,swallowing,0.7833914,Mamba,state-spaces/mamba-130m-hf
47,12,The murder had been swallowing with disgust.,No-Attraction Violation,0,1,The murder had been,swallowing,0.84124374,Mamba,state-spaces/mamba-130m-hf
48,13,The pizza had been delivering once more.,Attraction Violation,1,1,The pizza had been,delivering,0.7133647,Mamba,state-spaces/mamba-130m-hf
49,13,The pizza had been delivered by Antonio himself.,Passive Control,1,1,The pizza had been,delivered,0.72085404,Mamba,state-spaces/mamba-130m-hf
50,13,The exhausted messenger had been delivering packages all over town.,Active Control,1,0,The exhausted messenger had been,delivering,0.70701385,Mamba,state-spaces/mamba-130m-hf
51,13,A genetic mutation was delivering once more.,No-Attraction Violation,0,1,A genetic mutation was,delivering,0.77903014,Mamba,state-spaces/mamba-130m-hf
52,14,Frank's loan application had been approving by the bank.,Attraction Violation,1,1,Frank's loan application had been,approving,0.73329055,Mamba,state-spaces/mamba-130m-hf
53,14,Frank's loan application had been approved anyways.,Passive Control,1,1,Frank's loan application had been,approved,0.7393155,Mamba,state-spaces/mamba-130m-hf
54,14,The board of directors had been approving too many expensive projects.,Active Control,1,0,The board of directors had been,approving,0.74360555,Mamba,state-spaces/mamba-130m-hf
55,14,Wendy's muddy car was approving the boy's request.,No-Attraction Violation,0,1,Wendy's muddy car was,approving,0.7628923,Mamba,state-spaces/mamba-130m-hf
56,15,The cheap products had been manufacturing a Belgian firm.,Attraction Violation,1,1,The cheap products had been,manufacturing,0.7782455,Mamba,state-spaces/mamba-130m-hf
57,15,The cheap products had been manufactured by a Belgian firm.,Passive Control,1,1,The cheap products had been,manufactured,0.79831713,Mamba,state-spaces/mamba-130m-hf
58,15,The auto company had been manufacturing parts in China.,Active Control,1,0,The auto company had been,manufacturing,0.7963739,Mamba,state-spaces/mamba-130m-hf
59,15,A drawing of the house had been manufacturing at a factory.,No-Attraction Violation,0,1,A drawing of the house had been,manufacturing,0.8266834,Mamba,state-spaces/mamba-130m-hf
60,16,Their secret conversation had been overhearing by a surprised neighbor.,Attraction Violation,1,1,Their secret conversation had been,overhearing,0.79565465,Mamba,state-spaces/mamba-130m-hf
61,16,Their secret conversation had been overheard by a surprised neighbor.,Passive Control,1,1,Their secret conversation had been,overheard,0.7675577,Mamba,state-spaces/mamba-130m-hf
62,16,The annoyed resident had been overhearing his neighbor's phone conversations through the wall.,Active Control,1,0,The annoyed resident had been,overhearing,0.71911806,Mamba,state-spaces/mamba-130m-hf
63,16,A wet snowball had been overhearing despite the precautions.,No-Attraction Violation,0,1,A wet snowball had been,overhearing,0.69177425,Mamba,state-spaces/mamba-130m-hf
64,17,The rough part of the wood was sanding to perfection.,Attraction Violation,1,1,The rough part of the wood was,sanding,0.6816773,Mamba,state-spaces/mamba-130m-hf
65,17,The rough part of the wood was sanded by the carpenter.,Passive Control,1,1,The rough part of the wood was,sanded,0.7515575,Mamba,state-spaces/mamba-130m-hf
66,17,The skillful carpenter was sanding the rough edge of the wood.,Active Control,1,0,The skillful carpenter was,sanding,0.7915924,Mamba,state-spaces/mamba-130m-hf
67,17,Three more martinis were sanding the chair.,No-Attraction Violation,0,1,Three more martinis were,sanding,0.87043893,Mamba,state-spaces/mamba-130m-hf
68,18,A package had been receiving by the secretary in the office.,Attraction Violation,1,1,A package had been,receiving,0.78431326,Mamba,state-spaces/mamba-130m-hf
69,18,A package had been received by the secretary in the office.,Passive Control,1,1,A package had been,received,0.7650575,Mamba,state-spaces/mamba-130m-hf
70,18,The secretary had been receiving flowers all day.,Active Control,1,0,The secretary had been,receiving,0.75599945,Mamba,state-spaces/mamba-130m-hf
71,18,The noises in the attic had been receiving assistance from the government.,No-Attraction Violation,0,1,The noises in the attic had been,receiving,0.68783265,Mamba,state-spaces/mamba-130m-hf
72,19,The club's rules had been violating Richard.,Attraction Violation,1,1,The club's rules had been,violating,0.7282814,Mamba,state-spaces/mamba-130m-hf
73,19,The club's rules had been violated only twice.,Passive Control,1,1,The club's rules had been,violated,0.7435463,Mamba,state-spaces/mamba-130m-hf
74,19,The rebel had been violating the rules.,Active Control,1,0,The rebel had been,violating,0.767095,Mamba,state-spaces/mamba-130m-hf
75,19,Thirty pounds of potatoes had been violating only twice.,No-Attraction Violation,0,1,Thirty pounds of potatoes had been,violating,0.7265636,Mamba,state-spaces/mamba-130m-hf
76,20,A new medication had been prescribing the physician.,Attraction Violation,1,1,A new medication had been,prescribing,0.9002158,Mamba,state-spaces/mamba-130m-hf
77,20,A new medication had been prescribed by the physician.,Passive Control,1,1,A new medication had been,prescribed,0.86831516,Mamba,state-spaces/mamba-130m-hf
78,20,The new doctor had been prescribing powerful painkillers for Jelena's sore knee.,Active Control,1,0,The new doctor had been,prescribing,0.8413648,Mamba,state-spaces/mamba-130m-hf
79,20,The portrait of Napoleon had been prescribing with caution.,No-Attraction Violation,0,1,The portrait of Napoleon had been,prescribing,0.768603,Mamba,state-spaces/mamba-130m-hf
80,21,The wheat crops had been harvesting by the local farmers.,Attraction Violation,1,1,The wheat crops had been,harvesting,0.70957935,Mamba,state-spaces/mamba-130m-hf
81,21,The wheat crops had been harvested after the rain.,Passive Control,1,1,The wheat crops had been,harvested,0.938233,Mamba,state-spaces/mamba-130m-hf
82,21,The local farmers had been harvesting the corn all week.,Active Control,1,0,The local farmers had been,harvesting,0.70754427,Mamba,state-spaces/mamba-130m-hf
83,21,The elevator button had been harvesting after the rain.,No-Attraction Violation,0,1,The elevator button had been,harvesting,0.72104913,Mamba,state-spaces/mamba-130m-hf
84,22,The musical piece was composing by Beethoven in 1799.,Attraction Violation,1,1,The musical piece was,composing,0.806847,Mamba,state-spaces/mamba-130m-hf
85,22,The musical piece was composed in a dream.,Passive Control,1,1,The musical piece was,composed,0.8118003,Mamba,state-spaces/mamba-130m-hf
86,22,Ludwig von Beethoven was composing symphonies as a teenager.,Active Control,1,0,Ludwig von Beethoven was,composing,0.9003658,Mamba,state-spaces/mamba-130m-hf
87,22,The bank had been composing in a dream.,No-Attraction Violation,0,1,The bank had been,composing,0.744438,Mamba,state-spaces/mamba-130m-hf
88,23,The old lady's purse had been snatching a kid.,Attraction Violation,1,1,The old lady's purse had been,snatching,0.7597584,Mamba,state-spaces/mamba-130m-hf
89,23,The old lady's purse had been snatched with speed.,Passive Control,1,1,The old lady's purse had been,snatched,0.7646131,Mamba,state-spaces/mamba-130m-hf
90,23,The clever dog had been snatching cookies from the table.,Active Control,1,0,The clever dog had been,snatching,0.77384293,Mamba,state-spaces/mamba-130m-hf
91,23,The quality of Karla's work was snatching victory from the jaws of defeat.,No-Attraction Violation,0,1,The quality of Karla's work was,snatching,0.7875873,Mamba,state-spaces/mamba-130m-hf
92,24,Olson's bulging suitcase had been packing his assistant.,Attraction Violation,1,1,Olson's bulging suitcase had been,packing,0.7061356,Mamba,state-spaces/mamba-130m-hf
93,24,Olson's bulging suitcase had been packed for the trip.,Passive Control,1,1,Olson's bulging suitcase had been,packed,0.7040617,Mamba,state-spaces/mamba-130m-hf
94,24,The excited vacationers had been packing their suitcases when the hurricane hit.,Active Control,1,0,The excited vacationers had been,packing,0.69031155,Mamba,state-spaces/mamba-130m-hf
95,24,Stormy weather had been packing for the trip.,No-Attraction Violation,0,1,Stormy weather had been,packing,0.70502126,Mamba,state-spaces/mamba-130m-hf
96,25,Several spelling errors were noticing the careful editor.,Attraction Violation,1,1,Several spelling errors were,noticing,0.7726836,Mamba,state-spaces/mamba-130m-hf
97,25,Several spelling errors were noticed by the careful editor.,Passive Control,1,1,Several spelling errors were,noticed,0.77510417,Mamba,state-spaces/mamba-130m-hf
98,25,Brittany's close friends were noticing changes in her personality.,Active Control,1,0,Brittany's close friends were,noticing,0.83719116,Mamba,state-spaces/mamba-130m-hf
99,25,The final destination had been noticing too late.,No-Attraction Violation,0,1,The final destination had been,noticing,0.80490243,Mamba,state-spaces/mamba-130m-hf
100,26,An illegal weapon had been smuggling only once.,Attraction Violation,1,1,An illegal weapon had been,smuggling,0.7936103,Mamba,state-spaces/mamba-130m-hf
101,26,An illegal weapon had been smuggled only once.,Passive Control,1,1,An illegal weapon had been,smuggled,0.81522673,Mamba,state-spaces/mamba-130m-hf
102,26,The drug dealer had been smuggling heroin into Canada.,Active Control,1,0,The drug dealer had been,smuggling,0.76710427,Mamba,state-spaces/mamba-130m-hf
103,26,Cleopatra's beauty was smuggling only once.,No-Attraction Violation,0,1,Cleopatra's beauty was,smuggling,0.7260917,Mamba,state-spaces/mamba-130m-hf
104,27,The leftover food was discarding wastefully.,Attraction Violation,1,1,The leftover food was,discarding,0.6990922,Mamba,state-spaces/mamba-130m-hf
105,27,The leftover food was discarded wastefully.,Passive Control,1,1,The leftover food was,discarded,0.89892,Mamba,state-spaces/mamba-130m-hf
106,27,The campers were discarding the leftover food.,Active Control,1,0,The campers were,discarding,0.7721768,Mamba,state-spaces/mamba-130m-hf
107,27,The sleek new building was discarding wastefully.,No-Attraction Violation,0,1,The sleek new building was,discarding,0.7965131,Mamba,state-spaces/mamba-130m-hf
108,28,Thirty pounds of potatoes had been peeling by the cooks.,Attraction Violation,1,1,Thirty pounds of potatoes had been,peeling,0.7054832,Mamba,state-spaces/mamba-130m-hf
109,28,Thirty pounds of potatoes had been peeled carefully.,Passive Control,1,1,Thirty pounds of potatoes had been,peeled,0.937245,Mamba,state-spaces/mamba-130m-hf
110,28,The bored looking cooks had been peeling potatoes for hours.,Active Control,1,0,The bored looking cooks had been,peeling,0.70859766,Mamba,state-spaces/mamba-130m-hf
111,28,The club's rules had been peeling the sticker off the box.,No-Attraction Violation,0,1,The club's rules had been,peeling,0.6915733,Mamba,state-spaces/mamba-130m-hf
112,29,The grimy pots and pans had been scrubbing the dishwashers.,Attraction Violation,1,1,The grimy pots and pans had been,scrubbing,0.71892285,Mamba,state-spaces/mamba-130m-hf
113,29,The grimy pots and pans had been scrubbed by the dishwashers.,Passive Control,1,1,The grimy pots and pans had been,scrubbed,0.737865,Mamba,state-spaces/mamba-130m-hf
114,29,The guys in the kitchen had been scrubbing the pots and pans.,Active Control,1,0,The guys in the kitchen had been,scrubbing,0.75443774,Mamba,state-spaces/mamba-130m-hf
115,29,The stolen artwork had been scrubbing with vigor.,No-Attraction Violation,0,1,The stolen artwork had been,scrubbing,0.7557638,Mamba,state-spaces/mamba-130m-hf
116,30,The roast lamb had been carving by a servant.,Attraction Violation,1,1,The roast lamb had been,carving,0.7080107,Mamba,state-spaces/mamba-130m-hf
117,30,The roast lamb had been carved by a servant.,Passive Control,1,1,The roast lamb had been,carved,0.9084705,Mamba,state-spaces/mamba-130m-hf
118,30,The butcher had been carving the meat.,Active Control,1,0,The butcher had been,carving,0.76264554,Mamba,state-spaces/mamba-130m-hf
119,30,Janet's houseplants were carving before dinner.,No-Attraction Violation,0,1,Janet's houseplants were,carving,0.7766373,Mamba,state-spaces/mamba-130m-hf
120,31,Cleopatra's beauty was admiring many people.,Attraction Violation,1,1,Cleopatra's beauty was,admiring,0.73789096,Mamba,state-spaces/mamba-130m-hf
121,31,Cleopatra's beauty was admired always.,Passive Control,1,1,Cleopatra's beauty was,admired,0.75673085,Mamba,state-spaces/mamba-130m-hf
122,31,The men were admiring the beautiful woman from a distance.,Active Control,1,0,The men were,admiring,0.7979769,Mamba,state-spaces/mamba-130m-hf
123,31,An illegal weapon had been admiring always.,No-Attraction Violation,0,1,An illegal weapon had been,admiring,0.7935002,Mamba,state-spaces/mamba-130m-hf
124,32,A wet snowball had been tossing by the girls through the window.,Attraction Violation,1,1,A wet snowball had been,tossing,0.7049024,Mamba,state-spaces/mamba-130m-hf
125,32,A wet snowball had been tossed in anger.,Passive Control,1,1,A wet snowball had been,tossed,0.71352667,Mamba,state-spaces/mamba-130m-hf
126,32,The baseball players had been tossing the ball around the infield.,Active Control,1,0,The baseball players had been,tossing,0.7842908,Mamba,state-spaces/mamba-130m-hf
127,32,Their secret conversation had been tossing a steak on the grill.,No-Attraction Violation,0,1,Their secret conversation had been,tossing,0.8012253,Mamba,state-spaces/mamba-130m-hf
128,33,The sealed envelope was opening the judge.,Attraction Violation,1,1,The sealed envelope was,opening,0.708036,Mamba,state-spaces/mamba-130m-hf
129,33,The sealed envelope was opened without permission.,Passive Control,1,1,The sealed envelope was,opened,0.7372133,Mamba,state-spaces/mamba-130m-hf
130,33,Tuxedoed waiters were opening bottles of champagne for the toast.,Active Control,1,0,Tuxedoed waiters were,opening,0.7371452,Mamba,state-spaces/mamba-130m-hf
131,33,The men's faces had been opening without permission.,No-Attraction Violation,0,1,The men's faces had been,opening,0.6569891,Mamba,state-spaces/mamba-130m-hf
132,34,The man's beard had been shaving twice a day.,Attraction Violation,1,1,The man's beard had been,shaving,0.6778384,Mamba,state-spaces/mamba-130m-hf
133,34,The man's beard had been shaved twice a day.,Passive Control,1,1,The man's beard had been,shaved,0.8649311,Mamba,state-spaces/mamba-130m-hf
134,34,His uncle Ralph had been shaving his beard off.,Active Control,1,0,His uncle Ralph had been,shaving,0.89576155,Mamba,state-spaces/mamba-130m-hf
135,34,The popular amusement park is shaving twice a day.,No-Attraction Violation,0,1,The popular amusement park is,shaving,0.86002076,Mamba,state-spaces/mamba-130m-hf
136,35,The elevator button had been pressing slowly.,Attraction Violation,1,1,The elevator button had been,pressing,0.6563078,Mamba,state-spaces/mamba-130m-hf
137,35,The elevator button had been pressed by the attendant.,Passive Control,1,1,The elevator button had been,pressed,0.70309186,Mamba,state-spaces/mamba-130m-hf
138,35,The attendant had been pressing the buttons.,Active Control,1,0,The attendant had been,pressing,0.6687425,Mamba,state-spaces/mamba-130m-hf
139,35,The wheat crops had been pressing slowly.,No-Attraction Violation,0,1,The wheat crops had been,pressing,0.64646167,Mamba,state-spaces/mamba-130m-hf
140,36,The winning lottery numbers had been announcing the TV news.,Attraction Violation,1,1,The winning lottery numbers had been,announcing,0.7822343,Mamba,state-spaces/mamba-130m-hf
141,36,The winning lottery numbers had been announced by the TV news.,Passive Control,1,1,The winning lottery numbers had been,announced,0.754669,Mamba,state-spaces/mamba-130m-hf
142,36,The flight attendant had been announcing the reason for the delay.,Active Control,1,0,The flight attendant had been,announcing,0.79471123,Mamba,state-spaces/mamba-130m-hf
143,36,The tarnished silverware was announcing on the television.,No-Attraction Violation,0,1,The tarnished silverware was,announcing,0.7519465,Mamba,state-spaces/mamba-130m-hf
144,37,The victim's body had been identifying at the morgue.,Attraction Violation,1,1,The victim's body had been,identifying,0.7502168,Mamba,state-spaces/mamba-130m-hf
145,37,The victim's body had been identified by the family members.,Passive Control,1,1,The victim's body had been,identified,0.755461,Mamba,state-spaces/mamba-130m-hf
146,37,The laboratory technicians had been identifying the chemical.,Active Control,1,0,The laboratory technicians had been,identifying,0.7879243,Mamba,state-spaces/mamba-130m-hf
147,37,The movie was identifying rare fish for the divers.,No-Attraction Violation,0,1,The movie was,identifying,0.8463929,Mamba,state-spaces/mamba-130m-hf
148,38,The hearty meal was devouring by the kids.,Attraction Violation,1,1,The hearty meal was,devouring,0.75861835,Mamba,state-spaces/mamba-130m-hf
149,38,The hearty meal was devoured with gusto.,Passive Control,1,1,The hearty meal was,devoured,0.77142835,Mamba,state-spaces/mamba-130m-hf
150,38,The hungry boys were devouring the plate of cookies when Jack arrived.,Active Control,1,0,The hungry boys were,devouring,0.71789074,Mamba,state-spaces/mamba-130m-hf
151,38,The dusty tabletops were devouring with gusto.,No-Attraction Violation,0,1,The dusty tabletops were,devouring,0.7303732,Mamba,state-spaces/mamba-130m-hf
152,39,The overgrown shrubs were trimming regularly.,Attraction Violation,1,1,The overgrown shrubs were,trimming,0.68124837,Mamba,state-spaces/mamba-130m-hf
153,39,The overgrown shrubs were trimmed by a gardener.,Passive Control,1,1,The overgrown shrubs were,trimmed,0.87119204,Mamba,state-spaces/mamba-130m-hf
154,39,A gardener was trimming the overgrown shrubbery.,Active Control,1,0,A gardener was,trimming,0.82090265,Mamba,state-spaces/mamba-130m-hf
155,39,The alarm clock had been trimming regularly.,No-Attraction Violation,0,1,The alarm clock had been,trimming,0.72108454,Mamba,state-spaces/mamba-130m-hf
156,40,Wilson's unreasonable proposal was rejecting by the boss.,Attraction Violation,1,1,Wilson's unreasonable proposal was,rejecting,0.83148545,Mamba,state-spaces/mamba-130m-hf
157,40,Wilson's unreasonable proposal was rejected at the hospital.,Passive Control,1,1,Wilson's unreasonable proposal was,rejected,0.80746454,Mamba,state-spaces/mamba-130m-hf
158,40,The admissions committee was rejecting nearly every application.,Active Control,1,0,The admissions committee was,rejecting,0.88416797,Mamba,state-spaces/mamba-130m-hf
159,40,The rare bird's behavior was rejecting all offers.,No-Attraction Violation,0,1,The rare bird's behavior was,rejecting,0.7284615,Mamba,state-spaces/mamba-130m-hf
160,41,Hathaway's gigantic fortune had been inheriting by his daughters.,Attraction Violation,1,1,Hathaway's gigantic fortune had been,inheriting,0.72167957,Mamba,state-spaces/mamba-130m-hf
161,41,Hathaway's gigantic fortune had been inherited by his daughters.,Passive Control,1,1,Hathaway's gigantic fortune had been,inherited,0.63648576,Mamba,state-spaces/mamba-130m-hf
162,41,Generations of aristocratic Englishmen have been inheriting their fortunes.,Active Control,1,0,Generations of aristocratic Englishmen have been,inheriting,0.75132,Mamba,state-spaces/mamba-130m-hf
163,41,The strange mystery had been inheriting the estate from her grandmother.,No-Attraction Violation,0,1,The strange mystery had been,inheriting,0.6981753,Mamba,state-spaces/mamba-130m-hf
164,42,All of her money had been spending before the wedding.,Attraction Violation,1,1,All of her money had been,spending,0.76453483,Mamba,state-spaces/mamba-130m-hf
165,42,All of her money had been spent before the wedding.,Passive Control,1,1,All of her money had been,spent,0.7599103,Mamba,state-spaces/mamba-130m-hf
166,42,The shopping fanatic had been spending all her money in Bloomingdales.,Active Control,1,0,The shopping fanatic had been,spending,0.7557094,Mamba,state-spaces/mamba-130m-hf
167,42,Patty's overgrown lawn was spending its time on the beach.,No-Attraction Violation,0,1,Patty's overgrown lawn was,spending,0.7187598,Mamba,state-spaces/mamba-130m-hf
168,43,An appointment was scheduling by the secretary.,Attraction Violation,1,1,An appointment was,scheduling,0.80819935,Mamba,state-spaces/mamba-130m-hf
169,43,An appointment was scheduled by the secretary.,Passive Control,1,1,An appointment was,scheduled,0.7763584,Mamba,state-spaces/mamba-130m-hf
170,43,The secretary was scheduling new appointments for the afternoon.,Active Control,1,0,The secretary was,scheduling,0.70846355,Mamba,state-spaces/mamba-130m-hf
171,43,The legal contract had been scheduling for next week.,No-Attraction Violation,0,1,The legal contract had been,scheduling,0.67754364,Mamba,state-spaces/mamba-130m-hf
172,44,The men's faces had been photographing by a security camera.,Attraction Violation,1,1,The men's faces had been,photographing,0.7155813,Mamba,state-spaces/mamba-130m-hf
173,44,The men's faces had been photographed by a security camera.,Passive Control,1,1,The men's faces had been,photographed,0.7402733,Mamba,state-spaces/mamba-130m-hf
174,44,The intrusive reporter had been photographing the celebrities at the party.,Active Control,1,0,The intrusive reporter had been,photographing,0.7849202,Mamba,state-spaces/mamba-130m-hf
175,44,The sealed envelope was photographing at the party.,No-Attraction Violation,0,1,The sealed envelope was,photographing,0.7350978,Mamba,state-spaces/mamba-130m-hf
176,45,The broken television had been repairing the technician.,Attraction Violation,1,1,The broken television had been,repairing,0.7388488,Mamba,state-spaces/mamba-130m-hf
177,45,The broken television had been repaired by the technician.,Passive Control,1,1,The broken television had been,repaired,0.71118104,Mamba,state-spaces/mamba-130m-hf
178,45,The competent technician had been repairing the television.,Active Control,1,0,The competent technician had been,repairing,0.807114,Mamba,state-spaces/mamba-130m-hf
179,45,Larry's note had been repairing the computer's hard drive.,No-Attraction Violation,0,1,Larry's note had been,repairing,0.7856347,Mamba,state-spaces/mamba-130m-hf
180,46,The alarm clock had been unplugging accidentally.,Attraction Violation,1,1,The alarm clock had been,unplugging,0.73841405,Mamba,state-spaces/mamba-130m-hf
181,46,The alarm clock had been unplugged late.,Passive Control,1,1,The alarm clock had been,unplugged,0.7508981,Mamba,state-spaces/mamba-130m-hf
182,46,The frantic woman had been unplugging every electrical device in the house.,Active Control,1,0,The frantic woman had been,unplugging,0.7123153,Mamba,state-spaces/mamba-130m-hf
183,46,The overgrown shrubs were unplugging accidentally.,No-Attraction Violation,0,1,The overgrown shrubs were,unplugging,0.71229196,Mamba,state-spaces/mamba-130m-hf
184,47,The car door had been unlocking late at night.,Attraction Violation,1,1,The car door had been,unlocking,0.6572243,Mamba,state-spaces/mamba-130m-hf
185,47,The car door had been unlocked by the child.,Passive Control,1,1,The car door had been,unlocked,0.6710797,Mamba,state-spaces/mamba-130m-hf
186,47,The babysitter had been unlocking the back door.,Active Control,1,0,The babysitter had been,unlocking,0.7012379,Mamba,state-spaces/mamba-130m-hf
187,47,The Queen's 80th birthday was unlocking late at night.,No-Attraction Violation,0,1,The Queen's 80th birthday was,unlocking,0.80942225,Mamba,state-spaces/mamba-130m-hf
188,48,The portrait of Napoleon had been painting by a Dutch artist.,Attraction Violation,1,1,The portrait of Napoleon had been,painting,0.7663499,Mamba,state-spaces/mamba-130m-hf
189,48,The portrait of Napoleon had been painted by a Dutch artist.,Passive Control,1,1,The portrait of Napoleon had been,painted,0.9194399,Mamba,state-spaces/mamba-130m-hf
190,48,The French Impressionist artists had been painting with a focus on light and color.,Active Control,1,0,The French Impressionist artists had been,painting,0.77573913,Mamba,state-spaces/mamba-130m-hf
191,48,A new medication had been painting on Tuesday.,No-Attraction Violation,0,1,A new medication had been,painting,0.85363454,Mamba,state-spaces/mamba-130m-hf
192,49,The embarrassing allegations had been denying by the mayor.,Attraction Violation,1,1,The embarrassing allegations had been,denying,0.7369613,Mamba,state-spaces/mamba-130m-hf
193,49,The embarrassing allegations had been denied by the mayor.,Passive Control,1,1,The embarrassing allegations had been,denied,0.7183404,Mamba,state-spaces/mamba-130m-hf
