"","Tar","Item","Condition","Completion","Part","Cloze","Cloze_Balanced","Association_Noun","Association_Verb","Association_MainVerb","article","target","context","lp_benjamin_gerpt2","s_lp"
"414","Rettungswagen",104,"B","in Richtung des Krankenhauses.",0,0.58,0,1.3,1.2,4.7,"den","Rettungswagen","Wachsam steuert der Sanitäter, der den Notizblock weggelegt hat, den",-6.36993193626404,-0.0972550813064998
"415","Rettungswagen",104,"C","in Richtung des Krankenhauses.",0,0,0,6.8,2.6,1,"den","Rettungswagen","Wachsam kopiert der Sanitäter, der das Blaulicht eingeschaltet hat, den",-5.17349720001221,0.362993579398092
"416","Rettungswagen",104,"D","in Richtung des Krankenhauses.",0,0,0,1.3,1.2,1,"den","Rettungswagen","Wachsam kopiert der Sanitäter, der den Notizblock weggelegt hat, den",-6.76057159900665,-0.247527700570823
"417","Aussage",105,"A","und wendete sich an seinen Anwalt.",0,1,0,6.4,3.5,6.3,"die","Aussage","Ohne zu zögern verweigerte der Zeuge, der den Angeklagten wiedererkannte, die",-4.17597723007202,0.74672301843907
"418","Aussage",105,"B","und wendete sich an seinen Anwalt.",0,0.83,0,1.1,1.6,6.3,"die","Aussage","Ohne zu zögern verweigerte der Zeuge, der den Gehstock umklammerte, die",-5.70931911468506,0.156871748317753
"419","Aussage",105,"C","und wendete sich an seinen Anwalt.",0,0,0,6.4,3.5,2.6,"die","Aussage","Ohne zu zögern bestellte der Zeuge, der den Angeklagten wiedererkannte, die",-5.07371425628662,0.401378427998139
"420","Aussage",105,"D","und wendete sich an seinen Anwalt.",0,0,0,1.1,1.6,2.6,"die","Aussage","Ohne zu zögern bestellte der Zeuge, der den Gehstock umklammerte, die",-7.44602203369141,-0.511209149281816
"421","Schlittschuhe",106,"A","und begibt sich auf die Eisfläche.",2,1,0,6.7,2,6.1,"die","Schlittschuhe","Sogleich schnürt der Eiskunstläufer, der die Eishalle erreicht hat, die",-6.97245232854038,-0.329034713901541
"422","Schlittschuhe",106,"B","und begibt sich auf die Eisfläche.",2,0.75,0,1.5,1.1,6.1,"die","Schlittschuhe","Sogleich schnürt der Eiskunstläufer, der das Bonbon gelutscht hat, die",-6.73860670626163,-0.239078169508155
"423","Schlittschuhe",106,"C","und begibt sich auf die Eisfläche.",2,0,0,6.7,2,1.6,"die","Schlittschuhe","Sogleich zerbricht der Eiskunstläufer, der die Eishalle erreicht hat, die",-7.78014862723649,-0.639742125235585
"424","Schlittschuhe",106,"D","und begibt sich auf die Eisfläche.",2,0.08,0,1.5,1.1,1.6,"die","Schlittschuhe","Sogleich zerbricht der Eiskunstläufer, der das Bonbon gelutscht hat, die",-8.05127730965614,-0.744040846412118
"425","Lasso",107,"A","und fängt das Tier ein.",0,0.33,0,5.4,4.5,6.5,"das","Lasso","Gut gelaunt schwingt der Cowboy, nachdem er das Pferd gesattelt hatte, das",-11.8284221291542,-2.19704600564661
"426","Lasso",107,"B","und fängt das Tier ein.",0,0.75,0,1.3,1.6,6.5,"das","Lasso","Gut gelaunt schwingt der Cowboy, nachdem er den Kameraden gerufen hat, das",-11.9598489999771,-2.24760374978762
"427","Lasso",107,"C","und fängt das Tier ein.",0,0,0,5.4,4.5,1.1,"das","Lasso","Gut gelaunt zerhackt der Cowboy, nachdem er das Pferd gesattelt hatte, das",-11.7106120586395,-2.15172641943854
"428","Lasso",107,"D","und fängt das Tier ein.",0,0,0,1.3,1.6,1.1,"das","Lasso","Gut gelaunt zerhackt der Cowboy, nachdem er den Kameraden gerufen hat, das",-11.6900591254234,-2.14382004586075
"429","Drehbuch",108,"A","für die Serie.",2,0.33,0,6.6,4.4,6,"das","Drehbuch","Entspannt schrieb der Regisseur, der den Plot konstruiert hatte, das",-1.39945340156555,1.81480582710764
"430","Drehbuch",108,"B","für die Serie.",2,0.75,0,1.1,1.3,6,"das","Drehbuch","Entspannt schrieb der Regisseur, der den Kamin angemacht hatte, das",-5.1585521697998,0.368742685413684
"431","Drehbuch",108,"C","für die Serie.",2,0,0,6.6,4.4,1.1,"das","Drehbuch","Entspannt verzehrte der Regisseur, der den Plot konstruiert hatte, das",-1.43647170066833,1.80056549951819
"432","Drehbuch",108,"D","für die Serie.",2,0,0,1.1,1.3,1.1,"das","Drehbuch","Entspannt verzehrte der Regisseur, der den Kamin angemacht hatte, das",-5.06785202026367,0.403633533267607
"433","Stern",109,"A","am Firmament.",0,0.58,1,5.7,2.4,4.9,"den","Stern","Sofort entdeckt der Astronom, der das Teleskop aufgestellt hat, den",-3.8025689125061,0.890367024123886
"434","Stern",109,"B","am Firmament.",0,0.58,1,3,1.9,4.9,"den","Stern","Sofort entdeckt der Astronom, der die Uhrzeit notiert hat, den",-5.88111257553101,0.0907856444322576
"435","Stern",109,"C","am Firmament.",0,0,1,5.7,2.4,1.4,"den","Stern","Sofort serviert der Astronom, der das Teleskop aufgestellt hat, den",-3.92951917648315,0.841531356618464
"436","Stern",109,"D","am Firmament.",0,0,1,3,1.9,1.4,"den","Stern","Sofort serviert der Astronom, der die Uhrzeit notiert hat, den",-6.16289520263672,-0.0176114731084088
"437","Anker",110,"A","und verließ den Hafen.",0,0.5,1,6.4,2,6.9,"den","Anker","Gestern lichtete der Seemann, der das Boot kommandierte, den",-5.45918655395508,0.253093608638559
"438","Anker",110,"B","und verließ den Hafen.",0,0.58,1,1,4.1,6.9,"den","Anker","Gestern lichtete der Seemann, der den Atem anhielt, den",-6.96484088897705,-0.326106718952119
"439","Anker",110,"C","und verließ den Hafen.",0,0,1,6.4,2,1,"den","Anker","Gestern kochte der Seemann, der das Boot kommandierte, den",-6.07130146026611,0.0176231251339139
"440","Anker",110,"D","und verließ den Hafen.",0,0,1,1,4.1,1,"den","Anker","Gestern kochte der Seemann, der den Atem anhielt, den",-7.29763221740723,-0.454126040493993
"441","Seil",111,"A","um den Aufstieg abzusichern.",2,0.58,0,4.6,1.6,6.1,"das","Seil","Am Vormittag knotete der Bergsteiger, nachdem er den Haken festgebohrt hatte, das",-3.32143902778625,1.07544973558125
"442","Seil",111,"B","um den Aufstieg abzusichern.",2,0.75,0,1.4,1.6,6.1,"das","Seil","Am Vormittag knotete der Bergsteiger, nachdem er die Krähe verscheucht hatte, das",-5.2425217628479,0.33644097135499
"443","Seil",111,"C","um den Aufstieg abzusichern.",2,0,0,4.6,1.6,1.2,"das","Seil","Am Vormittag roch der Bergsteiger, nachdem er den Haken festgebohrt hatte, das",-3.70543932914734,0.92773116886254
"444","Seil",111,"D","um den Aufstieg abzusichern.",2,0,0,1.4,1.6,1.2,"das","Seil","Am Vormittag roch der Bergsteiger, nachdem er die Krähe verscheucht hatte, das",-5.78733253479004,0.126861275508525
"445","Rouletterad",112,"A","und verrät die nächste Zahl.",0,0.67,0,6.3,2.1,6.1,"das","Rouletterad","Entspannt dreht der Croupier, der den Spieltisch vorbereitet hat, das",-20.1306673288345,-5.39078246131378
"446","Rouletterad",112,"B","und verrät die nächste Zahl.",0,0.33,0,2,1.3,6.1,"das","Rouletterad","Entspannt dreht der Croupier, der die Frau beeindruckt hat, das",-22.3062148094177,-6.22767960572008
"447","Rouletterad",112,"C","und verrät die nächste Zahl.",0,0,0,6.3,2.1,1.1,"das","Rouletterad","Entspannt schlürft der Croupier, der den Spieltisch vorbereitet hat, das",-21.0378144979477,-5.73974697813671
"448","Rouletterad",112,"D","und verrät die nächste Zahl.",0,0,0,2,1.3,1.1,"das","Rouletterad","Entspannt schlürft der Croupier, der die Frau beeindruckt hat, das",-22.7691662311554,-6.40576936303819
"449","Nägel",113,"A","und lackierte sie.",0,0.75,0,6.9,1.7,6.8,"die","Nägel","Neulich feilte die Kosmetikerin, während sie die Maniküre durchführte, die",-4.31014347076416,0.695111484003205
"450","Nägel",113,"B","und lackierte sie.",0,1,0,1.3,1,6.8,"die","Nägel","Neulich feilte die Kosmetikerin, während sie das Gespräch belauschte, die",-7.55256462097168,-0.552194320990695
"451","Nägel",113,"C","und lackierte sie.",0,0.08,0,6.9,1.7,5.5,"die","Nägel","Neulich baute die Kosmetikerin, während sie die Maniküre durchführte, die",-4.01415920257568,0.808971738052785
"452","Nägel",113,"D","und lackierte sie.",0,0,0,1.3,1,5.5,"die","Nägel","Neulich baute die Kosmetikerin, während sie das Gespräch belauschte, die",-7.45968294143677,-0.516464274616533
"453","Zukunft",114,"A","der Familie.",0,0.58,1,6.7,3.9,6.8,"die","Zukunft","Sogleich prophezeite der Wahrsager, der die Kristallkugel befragt hatte, die",-5.95335483551025,0.0629952415007237
"454","Zukunft",114,"B","der Familie.",0,0.58,1,1.4,1.1,6.8,"die","Zukunft","Sogleich prophezeite der Wahrsager, der die Kerze angezündet hatte, die",-7.75558996200562,-0.630294812784084
"455","Zukunft",114,"C","der Familie.",0,0,1,6.7,3.9,1.5,"die","Zukunft","Sogleich würzte der Wahrsager, der die Kristallkugel befragt hatte, die",-7.71708297729492,-0.6154818124558
"456","Zukunft",114,"D","der Familie.",0,0,1,1.4,1.1,1.5,"die","Zukunft","Sogleich würzte der Wahrsager, der die Kerze angezündet hatte, die",-8.85682964324951,-1.05392350982032
"457","Ausgrabung",115,"A","in der Ruine.",0,0.92,0,6.6,5.3,3,"die","Ausgrabung","Heute beginnt der Archäologe, der die Schaufel hervorgeholt hat, die",-6.65775938332081,-0.207977541134862
"458","Ausgrabung",115,"B","in der Ruine.",0,0.5,0,1.3,2.5,3,"die","Ausgrabung","Heute beginnt der Archäologe, der das Taxi genommen hat, die",-7.23406970500946,-0.429674592942629
"459","Ausgrabung",115,"C","in der Ruine.",0,0,0,6.6,5.3,1.5,"die","Ausgrabung","Heute raspelt der Archäologe, der die Schaufel hervorgeholt hat, die",-8.26191267371178,-0.825068788234783
"460","Ausgrabung",115,"D","in der Ruine.",0,0,0,1.3,2.5,1.5,"die","Ausgrabung","Heute raspelt der Archäologe, der das Taxi genommen hat, die",-8.86313104629517,-1.05634755538206
"461","Strauß",116,"A","für die Hochzeit.",0,0.92,1,6.8,3.9,6.5,"den","Strauß","Zügig bindet der Florist, der die Rosen gezüchtet hat, den",-5.27558517456055,0.323722023552836
"462","Strauß",116,"B","für die Hochzeit.",0,0.92,1,2.6,1.6,6.5,"den","Strauß","Zügig bindet der Florist, der die Fenster geschlossen hat, den",-7.09845113754272,-0.37750437240993
"463","Strauß",116,"C","für die Hochzeit.",0,0,1,6.8,3.9,1,"den","Strauß","Zügig ölt der Florist, der die Rosen gezüchtet hat, den",-6.04364776611328,0.0282610440372451
"464","Strauß",116,"D","für die Hochzeit.",0,0,1,2.6,1.6,1,"den","Strauß","Zügig ölt der Florist, der die Fenster geschlossen hat, den",-7.67587280273438,-0.599628939687902
"465","Rolle",117,"A","für das Theaterstück.",0,0.75,1,6.1,3.8,5.8,"die","Rolle","Umgehend spielt der Schauspieler, der das Skript auswendig gelernt hat, die",-1.39248609542847,1.81748603457834
"466","Rolle",117,"B","für das Theaterstück.",0,0.67,1,2.3,4.6,5.8,"die","Rolle","Umgehend spielt der Schauspieler, der die Torte gebacken hat, die",-3.01313138008118,1.19405058997117
"467","Rolle",117,"C","für das Theaterstück.",0,0,1,6.1,3.8,2.5,"die","Rolle","Umgehend schnibbelt der Schauspieler, der das Skript auswendig gelernt hat, die",-4.85114431381226,0.486997404807387
"468","Rolle",117,"D","für das Theaterstück.",0,0,1,2.3,4.6,2.5,"die","Rolle","Umgehend schnibbelt der Schauspieler, der die Torte gebacken hat, die",-7.00277805328369,-0.340700518792603
"469","Sendung",118,"A","für den Fernsehkanal.",0,0.42,0,6.4,6.3,6.7,"die","Sendung","Am Abend moderiert der Moderator, der die Zuschauer unterhält, die",-6.4575834274292,-0.13097316069285
"470","Sendung",118,"B","für den Fernsehkanal.",0,0.17,0,2,1.5,6.7,"die","Sendung","Am Abend moderiert der Moderator, der die Weltmeere bereist, die",-8.66055679321289,-0.978420589665205
"471","Sendung",118,"C","für den Fernsehkanal.",0,0,0,6.4,6.3,3.7,"die","Sendung","Am Abend wiegt der Moderator, der die Zuschauer unterhält, die",-6.85364055633545,-0.283329789615766
"472","Sendung",118,"D","für den Fernsehkanal.",0,0,0,2,1.5,3.7,"die","Sendung","Am Abend wiegt der Moderator, der die Weltmeere bereist, die",-8.87538909912109,-1.06106302562463
"473","Stück",119,"A","für seine nächste Sonate.",0,0.25,0,4.8,4.1,6.9,"das","Stück","Ohne zu zögern komponierte der Musiker, der die Noten aufschrieb, das",-4.68598699569702,0.550530694309021
"474","Stück",119,"B","für seine nächste Sonate.",0,0.42,0,1.7,2.1,6.9,"das","Stück","Ohne zu zögern komponierte der Musiker, der die Fragen beantwortete, das",-6.4128589630127,-0.113768398724042
"475","Stück",119,"C","für seine nächste Sonate.",0,0,0,4.8,4.1,4.2,"das","Stück","Ohne zu zögern grillte der Musiker, der die Noten aufschrieb, das",-5.48405027389526,0.243528946684281
"476","Stück",119,"D","für seine nächste Sonate.",0,0.08,0,1.7,2.1,4.2,"das","Stück","Ohne zu zögern grillte der Musiker, der die Fragen beantwortete, das",-6.97989845275879,-0.331899114771158
"477","Bild",120,"A","in seinem Atelier.",2,0.58,1,6.6,2.3,7,"das","Bild","Fröhlich malte der Künstler, der die Leinwand aufgespannt hatte, das",-3.29091763496399,1.08719081074703
"478","Bild",120,"B","in seinem Atelier.",2,0.58,1,1.5,1.7,7,"das","Bild","Fröhlich malte der Künstler, der den Nachtisch zubereitet hatte, das",-4.71248149871826,0.540338697067483
"479","Bild",120,"C","in seinem Atelier.",2,0,1,6.6,2.3,2.2,"das","Bild","Fröhlich bewohnte der Künstler, der die Leinwand aufgespannt hatte, das",-2.80409955978394,1.27446167502362
"480","Bild",120,"D","in seinem Atelier.",2,0,1,1.5,1.7,2.2,"das","Bild","Fröhlich bewohnte der Künstler, der den Nachtisch zubereitet hatte, das",-4.50441074371338,0.620380076192598
