,Unnamed: 0,ItemNum,Condition,context,target,continuation,semantic_association,implementation,model
191,192,64,script-unrelated,Emil betrad de manege. Snel kocht hij het,medicijn,en ging toen naar huis.,0.3208591639995575,WE,nlwiki_20180420_300d
192,193,65,control,Susanne betrad de badkamer. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.38589614629745483,WE,nlwiki_20180420_300d
193,194,65,script-related,Susanne verliet de badkamer. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.4056907296180725,WE,nlwiki_20180420_300d
194,195,65,script-unrelated,Susanne ging naar de veiligheidscontrole. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.3795311152935028,WE,nlwiki_20180420_300d
195,196,66,control,Martin kwam bij de garage. Meteen vroeg hij naar,banden,voor de winter.,0.36489853262901306,WE,nlwiki_20180420_300d
196,197,66,script-related,Martin verliet de garage. Meteen vroeg hij naar,banden,voor de winter.,0.379953533411026,WE,nlwiki_20180420_300d
197,198,66,script-unrelated,Martin kwam bij de hotelreceptie. Meteen vroeg hij naar,banden,voor de winter.,0.3540952503681183,WE,nlwiki_20180420_300d
198,199,67,control,Jutta ging naar het postkantoor. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.33206719160079956,WE,nlwiki_20180420_300d
199,200,67,script-related,Jutta verliet het postkantoor. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.3278449773788452,WE,nlwiki_20180420_300d
200,201,67,script-unrelated,Jutta ging naar de tandarts. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.3050916790962219,WE,nlwiki_20180420_300d
201,202,68,control,Jens ging naar de douane. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.3386600613594055,WE,nlwiki_20180420_300d
202,203,68,script-related,Jens verliet de douane. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.3357755243778229,WE,nlwiki_20180420_300d
203,204,68,script-unrelated,Jens begon te pokeren. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.3298749327659607,WE,nlwiki_20180420_300d
204,205,69,control,Elena begon te tekenen. Meteen pakte ze het,potlood,en tekende een bloem.,0.3101820647716522,WE,nlwiki_20180420_300d
205,206,69,script-related,Elena stopte met tekenen. Meteen pakte ze het,potlood,en tekende een bloem.,0.3292001485824585,WE,nlwiki_20180420_300d
206,207,69,script-unrelated,Elena begon de vakantie. Meteen pakte ze het,potlood,en tekende een bloem.,0.2696487307548523,WE,nlwiki_20180420_300d
207,208,70,control,Bruno begon zijn filmavond. Snel haalde hij de,popcorn,uit de keuken.,0.31935352087020874,WE,nlwiki_20180420_300d
208,209,70,script-related,Bruno beëindigde zijn filmavond. Snel haalde hij de,popcorn,uit de keuken.,0.2953282594680786,WE,nlwiki_20180420_300d
209,210,70,script-unrelated,Bruno betrad het gemeentehuis. Snel haalde hij de,popcorn,uit de keuken.,0.3147694170475006,WE,nlwiki_20180420_300d
210,211,71,control,Jana betrad het tuincentrum. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.3216897249221802,WE,nlwiki_20180420_300d
211,212,71,script-related,Jana verliet het tuincentrum. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.3168145716190338,WE,nlwiki_20180420_300d
212,213,71,script-unrelated,Jana ging naar de kermis. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.3158969283103943,WE,nlwiki_20180420_300d
213,214,72,control,Nico ging naar de pizzeria. Hij greep meteen de,menukaart,en bestelde een margherita.,0.402812123298645,WE,nlwiki_20180420_300d
214,215,72,script-related,Nico verliet de pizzeria. Hij greep meteen de,menukaart,en bestelde een margherita.,0.3944506347179413,WE,nlwiki_20180420_300d
215,216,72,script-unrelated,Nico ging wandelen. Hij greep meteen de,menukaart,en bestelde een margherita.,0.3703126907348633,WE,nlwiki_20180420_300d
216,217,73,control,Beate ging zwemmen. Snel controleerde ze het,bassin,en zwom weg.,0.3461496829986572,WE,nlwiki_20180420_300d
217,218,73,script-related,Beate kwam terug van het zwemmen. Snel controleerde ze het,bassin,en zwom weg.,0.34633129835128784,WE,nlwiki_20180420_300d
218,219,73,script-unrelated,Beate ging met de taxi. Snel controleerde ze het,bassin,en zwom weg.,0.318226158618927,WE,nlwiki_20180420_300d
219,220,74,control,Hubert nam een vliegtuig. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.329409658908844,WE,nlwiki_20180420_300d
220,221,74,script-related,Hubert verliet het vliegtuig. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.3188837766647339,WE,nlwiki_20180420_300d
221,222,74,script-unrelated,Hubert begon te baden. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.3164730966091156,WE,nlwiki_20180420_300d
222,223,75,control,Jenni begon de les. Direct opende ze het,schoolbord,en begon te schrijven.,0.3827424645423889,WE,nlwiki_20180420_300d
223,224,75,script-related,Jenni stopte de les. Direct opende ze het,schoolbord,en begon te schrijven.,0.37996265292167664,WE,nlwiki_20180420_300d
224,225,75,script-unrelated,Jenni betrad de ijshal. Direct opende ze het,schoolbord,en begon te schrijven.,0.36509379744529724,WE,nlwiki_20180420_300d
225,226,76,control,Hans betrad de klimhal. Even later greep hij het,touw,en spande het.,0.3458494246006012,WE,nlwiki_20180420_300d
226,227,76,script-related,Hans verliet de klimhal. Even later greep hij het,touw,en spande het.,0.35279202461242676,WE,nlwiki_20180420_300d
227,228,76,script-unrelated,Hans begon te bowlen. Even later greep hij het,touw,en spande het.,0.38749393820762634,WE,nlwiki_20180420_300d
228,229,77,control,Clara ging naar de schietbaan. Ze kreeg meteen een,revolver,en begon op het doel te schieten.,0.35227295756340027,WE,nlwiki_20180420_300d
229,230,77,script-related,Clara verliet de schietbaan. Ze kreeg meteen een,revolver,en begon op het doel te schieten.,0.3743067979812622,WE,nlwiki_20180420_300d
230,231,77,script-unrelated,Clara ging op een brandweerinzet. Ze kreeg meteen een,revolver,en begon op het doel te schieten.,0.3187967836856842,WE,nlwiki_20180420_300d
231,232,78,control,Georg nam deel aan de yogales. Na een tijdje ging hij op zijn,yogamat,zitten en deed een oefening.,,WE,nlwiki_20180420_300d
232,233,78,script-related,Georg kwam terug van de yogales. Na een tijdje ging hij op zijn,yogamat,zitten en deed een oefening.,,WE,nlwiki_20180420_300d
233,234,78,script-unrelated,Georg nam deel aan de voetbalwedstrijd. Na een tijdje ging hij op zijn,yogamat,zitten en deed een oefening.,,WE,nlwiki_20180420_300d
234,235,79,control,Johanna begon de jacht. Na een tijdje zag ze de,jachthut,en liep erop af.,0.4046608507633209,WE,nlwiki_20180420_300d
235,236,79,script-related,Johanna kwam terug van de jacht. Na een tijdje zag ze de,jachthut,en liep erop af.,0.4159964323043823,WE,nlwiki_20180420_300d
236,237,79,script-unrelated,Johanna betrad de slagerij. Na een tijdje zag ze de,jachthut,en liep erop af.,0.41742217540740967,WE,nlwiki_20180420_300d
237,238,80,control,Jürgen betrad de bakkerij. Even later wees hij naar de,croissant,en maakte zijn keuze.,0.3740902543067932,WE,nlwiki_20180420_300d
238,239,80,script-related,Jürgen verliet de bakkerij. Even later wees hij naar de,croissant,en maakte zijn keuze.,0.3672090768814087,WE,nlwiki_20180420_300d
239,240,80,script-unrelated,Jürgen betrad de dierentuin. Even later wees hij naar de,croissant,en maakte zijn keuze.,0.34835177659988403,WE,nlwiki_20180420_300d
240,241,81,control,Frauke ging naar het stadion. Snel koos ze een,tribune,en ging zitten.,0.4178948402404785,WE,nlwiki_20180420_300d
241,242,81,script-related,Frauke verliet het stadion. Snel koos ze een,tribune,en ging zitten.,0.4336288571357727,WE,nlwiki_20180420_300d
242,243,81,script-unrelated,Frauke ging naar de wasserette. Snel koos ze een,tribune,en ging zitten.,0.3380177319049835,WE,nlwiki_20180420_300d
243,244,82,control,Bernd betrad de kiosk. Hij kocht meteen een,krant,en ging weer naar huis.,0.41699227690696716,WE,nlwiki_20180420_300d
244,245,82,script-related,Bernd verliet de kiosk. Hij kocht meteen een,krant,en ging weer naar huis.,0.4194769859313965,WE,nlwiki_20180420_300d
245,246,82,script-unrelated,Bernd betrad het circus. Hij kocht meteen een,krant,en ging weer naar huis.,0.38175737857818604,WE,nlwiki_20180420_300d
246,247,83,control,Nicole betrad het kantoor. Eerst liep ze naar het,bureau,en zette toen de computer aan.,0.3386329412460327,WE,nlwiki_20180420_300d
247,248,83,script-related,Nicole verliet het kantoor. Eerst liep ze naar het,bureau,en zette toen de computer aan.,0.33306246995925903,WE,nlwiki_20180420_300d
248,249,83,script-unrelated,Nicole betrad de sauna. Eerst liep ze naar het,bureau,en zette toen de computer aan.,0.3072341978549957,WE,nlwiki_20180420_300d
249,250,84,control,Viktor ging naar het lab. Snel begon hij het,experiment,en maakte aantekeningen.,0.42999929189682007,WE,nlwiki_20180420_300d
250,251,84,script-related,Viktor verliet het lab. Snel begon hij het,experiment,en maakte aantekeningen.,0.4435403347015381,WE,nlwiki_20180420_300d
251,252,84,script-unrelated,Viktor ging naar de dierenarts. Snel begon hij het,experiment,en maakte aantekeningen.,0.3776569068431854,WE,nlwiki_20180420_300d
252,253,85,control,Gabi ging naar de paskamer. Snel paste ze de,kleding,en ging naar de kassa.,0.4330713450908661,WE,nlwiki_20180420_300d
253,254,85,script-related,Gabi verliet de paskamer. Snel paste ze de,kleding,en ging naar de kassa.,0.436400443315506,WE,nlwiki_20180420_300d
254,255,85,script-unrelated,Gabi betrad de plaats delict. Snel paste ze de,kleding,en ging naar de kassa.,0.41978394985198975,WE,nlwiki_20180420_300d
255,256,86,control,Jakob betrad het tankstation. Hij zei meteen zijn,nummer,en betaalde.,0.4114322066307068,WE,nlwiki_20180420_300d
256,257,86,script-related,Jakob verliet het tankstation. Hij zei meteen zijn,nummer,en betaalde.,0.41318151354789734,WE,nlwiki_20180420_300d
257,258,86,script-unrelated,Jakob begon bomen te kappen. Hij zei meteen zijn,nummer,en betaalde.,0.3675309419631958,WE,nlwiki_20180420_300d
258,259,87,control,Hilde begon de koets te besturen. Snel beklom ze de,koets,en daar ging ze.,0.5533665418624878,WE,nlwiki_20180420_300d
259,260,87,script-related,Hilde was klaar met de koets besturen. Snel beklom ze de,koets,en daar ging ze.,0.5576278567314148,WE,nlwiki_20180420_300d
260,261,87,script-unrelated,Hilde begon een kampvuur. Snel beklom ze de,koets,en daar ging ze.,0.40595924854278564,WE,nlwiki_20180420_300d
261,262,88,control,Tom begon ontbijt te maken. Hij opende meteen de,boter,en maakte een boterham.,0.3706881105899811,WE,nlwiki_20180420_300d
262,263,88,script-related,Tom stopte met ontbijt maken. Hij opende meteen de,boter,en maakte een boterham.,0.3662939667701721,WE,nlwiki_20180420_300d
263,264,88,script-unrelated,Tom ging naar de kerstmarkt. Hij opende meteen de,boter,en maakte een boterham.,0.32953253388404846,WE,nlwiki_20180420_300d
264,265,89,control,Kim ging naar het ziekenhuis. Meteen liep ze naar de,receptie,en vroeg de weg.,0.3379181921482086,WE,nlwiki_20180420_300d
265,266,89,script-related,Kim verliet het ziekenhuis. Meteen liep ze naar de,receptie,en vroeg de weg.,0.3336150050163269,WE,nlwiki_20180420_300d
266,267,89,script-unrelated,Kim begon haar lunch te koken. Meteen liep ze naar de,receptie,en vroeg de weg.,0.43866991996765137,WE,nlwiki_20180420_300d
267,268,90,control,Michael begon een taart te bakken. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.3495120406150818,WE,nlwiki_20180420_300d
268,269,90,script-related,Michael was klaar met een taart bakken. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.3582276701927185,WE,nlwiki_20180420_300d
269,270,90,script-unrelated,Michael betrad het restaurant. Als eerste pakte hij een,garde,en klopte het eiwit stijf.,0.37900832295417786,WE,nlwiki_20180420_300d
0,1,1,control,Johan betrad het restaurant. Even later opende hij de,menukaart,en kreeg een overzicht.,0.49554672837257385,CWE,nlwiki_20180420_100d
1,2,1,script-related,Johan verliet het restaurant. Even later opende hij de,menukaart,en kreeg een overzicht.,0.4509882926940918,CWE,nlwiki_20180420_100d
2,3,1,script-unrelated,Johan betrad het appartement. Even later opende hij de,menukaart,en kreeg een overzicht.,0.4536893665790558,CWE,nlwiki_20180420_100d
3,4,2,control,Sabine betrad de bioscoop. Snel liep ze naar de,kassa,en kocht een kaartje.,0.5106361508369446,CWE,nlwiki_20180420_100d
4,5,2,script-related,Sabine verliet de bioscoop. Snel liep ze naar de,kassa,en kocht een kaartje.,0.4701700508594513,CWE,nlwiki_20180420_100d
5,6,2,script-unrelated,Sabine betrad de school. Snel liep ze naar de,kassa,en kocht een kaartje.,0.4143395721912384,CWE,nlwiki_20180420_100d
6,7,3,control,Kevin betrad de boerderij. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.48683831095695496,CWE,nlwiki_20180420_100d
7,8,3,script-related,Kevin verliet de boerderij. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.4486011564731598,CWE,nlwiki_20180420_100d
8,9,3,script-unrelated,Kevin betrad de kerk. Zonder te aarzelen pakte hij een,mestvork,en begon te scheppen.,0.44428524374961853,CWE,nlwiki_20180420_100d
9,10,4,control,Susi betrad de huisartsenpraktijk. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.6210417747497559,CWE,nlwiki_20180420_100d
10,11,4,script-related,Susi verliet de huisartsenpraktijk. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.6393014788627625,CWE,nlwiki_20180420_100d
11,12,4,script-unrelated,Susi betrad het verblijf. Vriendelijk sprak ze met de,doktersassistente,over de problematiek.,0.5250540375709534,CWE,nlwiki_20180420_100d
12,13,5,control,Roman betrad de bibliotheek. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.32148444652557373,CWE,nlwiki_20180420_100d
13,14,5,script-related,Roman verliet de bibliotheek. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.29348883032798767,CWE,nlwiki_20180420_100d
14,15,5,script-unrelated,Roman betrad de kroeg. Kort daarna liep hij naar het,rek,en zocht een misdaadroman.,0.3847283124923706,CWE,nlwiki_20180420_100d
15,16,6,control,Lea begon spaghetti te koken. Voorzichtig opende ze het,pastapak,in één handbeweging.,,CWE,nlwiki_20180420_100d
16,17,6,script-related,Lea was klaar met spaghetti koken. Voorzichtig opende ze het,pastapak,in één handbeweging.,,CWE,nlwiki_20180420_100d
17,18,6,script-unrelated,Lea begon de muren te verven. Voorzichtig opende ze het,pastapak,in één handbeweging.,,CWE,nlwiki_20180420_100d
18,19,7,control,Peter bereikte het theater. Even later liep hij naar de,loge,en ging zitten.,0.38245251774787903,CWE,nlwiki_20180420_100d
19,20,7,script-related,Peter verliet het theater. Even later liep hij naar de,loge,en ging zitten.,0.35761433839797974,CWE,nlwiki_20180420_100d
20,21,7,script-unrelated,Peter bereikte de supermarkt. Even later liep hij naar de,loge,en ging zitten.,0.3708752691745758,CWE,nlwiki_20180420_100d
21,22,8,control,Lisa betrad het station. Even later was ze op het,perron,en wachtte op de trein.,0.5918025970458984,CWE,nlwiki_20180420_100d
22,23,8,script-related,Lisa verliet het station. Even later was ze op het,perron,en wachtte op de trein.,0.5696496367454529,CWE,nlwiki_20180420_100d
23,24,8,script-unrelated,Lisa betrad het huis. Even later was ze op het,perron,en wachtte op de trein.,0.3867035508155823,CWE,nlwiki_20180420_100d
24,25,9,control,Tim begon in de sportschool te trainen. Meteen stapte hij op de,loopband,en rende als een gek.,0.49750471115112305,CWE,nlwiki_20180420_100d
25,26,9,script-related,Tim stopte in de sportschool met trainen. Meteen stapte hij op de,loopband,en rende als een gek.,0.502558708190918,CWE,nlwiki_20180420_100d
26,27,9,script-unrelated,Tim begon zijn rijles. Meteen stapte hij op de,loopband,en rende als een gek.,0.4355525076389313,CWE,nlwiki_20180420_100d
27,28,10,control,Maria bereikte het vliegveld. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.4002199172973633,CWE,nlwiki_20180420_100d
28,29,10,script-related,Maria verliet het vliegveld. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.36643967032432556,CWE,nlwiki_20180420_100d
29,30,10,script-unrelated,Maria bereikte het winkelcentrum. Ze liep meteen naar de,check-in,om de koffer af te geven.,0.4548615515232086,CWE,nlwiki_20180420_100d
30,31,11,control,Lukas kwam naar het verjaardagsfeest. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.5281715393066406,CWE,nlwiki_20180420_100d
31,32,11,script-related,Lukas verliet het verjaardagsfeest. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.49548736214637756,CWE,nlwiki_20180420_100d
32,33,11,script-unrelated,Lukas kwam naar de les. Na een tijdje overhandigde hij de,taart,en feliciteerde hij de jarige.,0.5043559670448303,CWE,nlwiki_20180420_100d
33,34,12,control,Marie ging naar de kapper. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.5119960308074951,CWE,nlwiki_20180420_100d
34,35,12,script-related,Marie verliet de kapper. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.5274479985237122,CWE,nlwiki_20180420_100d
35,36,12,script-unrelated,Marie ging naar de uni. Even later vroeg ze de,styliste,om een nieuwe coupe.,0.39611029624938965,CWE,nlwiki_20180420_100d
36,37,13,control,Thorsten begon te douchen. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.49543291330337524,CWE,nlwiki_20180420_100d
37,38,13,script-related,Thorsten stopte met douchen. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.5254378914833069,CWE,nlwiki_20180420_100d
38,39,13,script-unrelated,Thorsten begon te barbecueën. Als eerste gebruikte hij de,shampoo,en daarna de douchegel.,0.463571697473526,CWE,nlwiki_20180420_100d
39,40,14,control,Claudia betrad de bloemenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.5326876044273376,CWE,nlwiki_20180420_100d
40,41,14,script-related,Claudia verliet de bloemenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.5215086936950684,CWE,nlwiki_20180420_100d
41,42,14,script-unrelated,Claudia betrad de dierenwinkel. Snel vroeg ze om een,roos,voor een vriendin.,0.5071160793304443,CWE,nlwiki_20180420_100d
42,43,15,control,Jonathan ging naar de begraafplaats. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.6439621448516846,CWE,nlwiki_20180420_100d
43,44,15,script-related,Jonathan verliet de begraafplaats. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.6452991366386414,CWE,nlwiki_20180420_100d
44,45,15,script-unrelated,Jonathan ging naar de keuken. Peinzend bekeek hij de,grafsteen,en sprak een gebed uit.,0.45312392711639404,CWE,nlwiki_20180420_100d
45,46,16,control,Lara ging de tuin in. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.4947015047073364,CWE,nlwiki_20180420_100d
46,47,16,script-related,Lara verliet de tuin. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.492571085691452,CWE,nlwiki_20180420_100d
47,48,16,script-unrelated,Lara ging naar het fornuis. Aandachtig onderzocht ze de,aarde,en gaf toen de bloemen water.,0.5021812915802002,CWE,nlwiki_20180420_100d
48,49,17,control,Roman ging naar het museum. Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.5218240022659302,CWE,nlwiki_20180420_100d
49,50,17,script-related,Roman verliet het museum.  Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.5167019963264465,CWE,nlwiki_20180420_100d
50,51,17,script-unrelated,Roman ging naar de boekhandel. Nauwkeurig bekeek hij de,sculpturen,en was enthousiast.,0.4320676624774933,CWE,nlwiki_20180420_100d
51,52,18,control,Annika ging naar de banketbakker. Snel vroeg ze om een,taart,en betaalde meteen.,0.5444530844688416,CWE,nlwiki_20180420_100d
52,53,18,script-related,Annika verliet de banketbakker. Snel vroeg ze om een,taart,en betaalde meteen.,0.520476758480072,CWE,nlwiki_20180420_100d
53,54,18,script-unrelated,Annika ging naar de boetiek. Snel vroeg ze om een,taart,en betaalde meteen.,0.5035804510116577,CWE,nlwiki_20180420_100d
54,55,19,control,Emil betrad de spa. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.3658754527568817,CWE,nlwiki_20180420_100d
55,56,19,script-related,Emil verliet de spa. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.3216547966003418,CWE,nlwiki_20180420_100d
56,57,19,script-unrelated,Emil betrad de apotheek. Na een tijdje kreeg hij een,massage,en genoot ervan.,0.45473626255989075,CWE,nlwiki_20180420_100d
57,58,20,control,Susanne betrad de manege. Snel legde ze het,zadel,op en reed weg.,0.4526444971561432,CWE,nlwiki_20180420_100d
58,59,20,script-related,Susanne verliet de manege. Snel legde ze het,zadel,op en reed weg.,0.4111788272857666,CWE,nlwiki_20180420_100d
59,60,20,script-unrelated,Susanne betrad de badkamer. Snel legde ze het,zadel,op en reed weg.,0.5411635637283325,CWE,nlwiki_20180420_100d
60,61,21,control,Martin kwam bij de veiligheidscontrole. Vlot opende hij de,koffer,en werd doorgelaten.,0.42867255210876465,CWE,nlwiki_20180420_100d
61,62,21,script-related,Martin verliet de veiligheidscontrole. Vlot opende hij de,koffer,en werd doorgelaten.,0.4258262515068054,CWE,nlwiki_20180420_100d
62,63,21,script-unrelated,Martin kwam bij de garage. Vlot opende hij de,koffer,en werd doorgelaten.,0.5264014005661011,CWE,nlwiki_20180420_100d
63,64,22,control,Jutta ging naar de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.4017193913459778,CWE,nlwiki_20180420_100d
64,65,22,script-related,Jutta verliet de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.4296208322048187,CWE,nlwiki_20180420_100d
65,66,22,script-unrelated,Jutta ging naar het postkantoor. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.46723127365112305,CWE,nlwiki_20180420_100d
66,67,23,control,Jens ging naar de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.40227246284484863,CWE,nlwiki_20180420_100d
67,68,23,script-related,Jens verliet de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.38980045914649963,CWE,nlwiki_20180420_100d
68,69,23,script-unrelated,Jens ging naar de douane. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.33615759015083313,CWE,nlwiki_20180420_100d
69,70,24,control,Elena begon te pokeren. Snel zette ze haar,geld,in en won.,0.6332836747169495,CWE,nlwiki_20180420_100d
70,71,24,script-related,Elena stopte met pokeren. Snel zette ze haar,geld,in en won.,0.6420222520828247,CWE,nlwiki_20180420_100d
71,72,24,script-unrelated,Elena begon te tekenen. Snel zette ze haar,geld,in en won.,0.5222609043121338,CWE,nlwiki_20180420_100d
72,73,25,control,Bruno begon zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.3910757601261139,CWE,nlwiki_20180420_100d
73,74,25,script-related,Bruno beëindigde zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.39262655377388,CWE,nlwiki_20180420_100d
74,75,25,script-unrelated,Bruno begon zijn filmavond. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.34110918641090393,CWE,nlwiki_20180420_100d
75,76,26,control,Jana betrad het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.35076552629470825,CWE,nlwiki_20180420_100d
76,77,26,script-related,Jana verliet het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.3588356077671051,CWE,nlwiki_20180420_100d
77,78,26,script-unrelated,Jana betrad het tuincentrum. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.4171326458454132,CWE,nlwiki_20180420_100d
78,79,27,control,Nico ging naar de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,,CWE,nlwiki_20180420_100d
79,80,27,script-related,Nico verliet de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,,CWE,nlwiki_20180420_100d
80,81,27,script-unrelated,Nico ging naar de pizzeria. Direct liep hij naar de,botsauto's,en reed een rondje.,,CWE,nlwiki_20180420_100d
81,82,28,control,Beate ging wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.3451596796512604,CWE,nlwiki_20180420_100d
82,83,28,script-related,Beate kwam terug van het wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.3763245940208435,CWE,nlwiki_20180420_100d
83,84,28,script-unrelated,Beate ging zwemmen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.3303331136703491,CWE,nlwiki_20180420_100d
84,85,29,control,Hubert nam een taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.6388672590255737,CWE,nlwiki_20180420_100d
85,86,29,script-related,Hubert verliet de taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.6374180316925049,CWE,nlwiki_20180420_100d
86,87,29,script-unrelated,Hubert nam een vliegtuig. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.588015079498291,CWE,nlwiki_20180420_100d
87,88,30,control,Jenni begon te baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.4290885627269745,CWE,nlwiki_20180420_100d
88,89,30,script-related,Jenni stopte met baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.44703176617622375,CWE,nlwiki_20180420_100d
89,90,30,script-unrelated,Jenni begon de hoorcollege. Ze verdeelde meteen het,schuim,over haar lichaam.,0.353902667760849,CWE,nlwiki_20180420_100d
90,91,31,control,Hans betrad de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.5499315857887268,CWE,nlwiki_20180420_100d
91,92,31,script-related,Hans verliet de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.5104076862335205,CWE,nlwiki_20180420_100d
92,93,31,script-unrelated,Hans betrad de klimhal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.4196624159812927,CWE,nlwiki_20180420_100d
93,94,32,control,Clara begon te bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.4194219708442688,CWE,nlwiki_20180420_100d
94,95,32,script-related,Clara stopte met bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.4234737753868103,CWE,nlwiki_20180420_100d
95,96,32,script-unrelated,Clara ging naar de schietbaan. Vakkundig behaalde ze een,strike,en won het spel.,0.3590299189090729,CWE,nlwiki_20180420_100d
96,97,33,control,Georg nam deel aan een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.3563435673713684,CWE,nlwiki_20180420_100d
97,98,33,script-related,Georg beëindigde een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.30544668436050415,CWE,nlwiki_20180420_100d
98,99,33,script-unrelated,Georg nam deel aan yoga. Hij gebruikte meteen de,slang,en bluste het vuur.,0.46599307656288147,CWE,nlwiki_20180420_100d
99,100,34,control,Johanna begon de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.604219377040863,CWE,nlwiki_20180420_100d
100,101,34,script-related,Johanna beëindigde de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.6327475905418396,CWE,nlwiki_20180420_100d
101,102,34,script-unrelated,Johanna begon de jacht. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.47291210293769836,CWE,nlwiki_20180420_100d
102,103,35,control,Jürgen betrad de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.4170478880405426,CWE,nlwiki_20180420_100d
103,104,35,script-related,Jürgen verliet de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.43551889061927795,CWE,nlwiki_20180420_100d
104,105,35,script-unrelated,Jürgen betrad de bakkerij. Hij vroeg meteen om een,steak,en betaalde.,0.35861697793006897,CWE,nlwiki_20180420_100d
105,106,36,control,Frauke betrad de dierentuin. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.3916087746620178,CWE,nlwiki_20180420_100d
